"","year","month","intent","police","sex","age","race","hispanic","place","education"
"74081",2014,"03","Suicide",0,"F",50,"White",100,"Home",2
"74082",2014,"03","Suicide",0,"M",18,"White",100,"Home",1
"74083",2014,"03","Homicide",0,"F",33,"Black",100,"Other specified",3
"74084",2014,"03","Suicide",0,"M",49,"White",100,"Trade/service area",4
"74085",2014,"03","Suicide",0,"M",82,"White",100,"Home",3
"74086",2014,"03","Homicide",0,"M",22,"Black",100,"Home",1
"74087",2014,"03","Homicide",0,"M",24,"Black",100,"Street",2
"74088",2014,"03","Suicide",0,"M",87,"Hispanic",270,"Home",2
"74089",2014,"03","Suicide",0,"M",34,"Hispanic",260,"Home",4
"74090",2014,"03","Suicide",0,"F",17,"White",100,"Home",2
"74091",2014,"03","Suicide",0,"M",32,"Hispanic",270,"Home",2
"74092",2014,"03","Homicide",0,"M",65,"White",100,"Farm",2
"74093",2014,"03","Homicide",0,"M",30,"Black",100,"Street",1
"74094",2014,"03","Homicide",0,"M",34,"White",100,"Home",2
"74095",2014,"03","Homicide",0,"M",63,"Black",100,"Street",1
"74096",2014,"03","Suicide",0,"M",60,"White",100,"Home",1
"74097",2014,"03","Homicide",0,"M",25,"Black",100,"Home",2
"74098",2014,"03","Suicide",0,"M",12,"White",100,"Other specified",1
"74099",2014,"03","Homicide",0,"M",26,"Black",100,"Street",1
"74100",2014,"03","Suicide",0,"M",57,"White",100,"Home",2
"74101",2014,"03","Suicide",0,"M",55,"Hispanic",270,"Home",4
"74102",2014,"03","Homicide",0,"M",28,"Black",100,"Street",1
"74103",2014,"03","Suicide",0,"M",44,"White",100,"Home",2
"74104",2014,"03","Suicide",0,"F",57,"White",100,"Other specified",3
"74105",2014,"03","Suicide",0,"M",50,"Hispanic",270,"Other unspecified",2
"74106",2014,"03","Suicide",0,"M",23,"White",100,"Other specified",3
"74107",2014,"03","Suicide",0,"M",58,"White",100,"Home",3
"74108",2014,"03","Suicide",0,"M",88,"White",100,"Home",1
"74109",2014,"03","Suicide",0,"M",70,"White",100,"Home",2
"74110",2014,"03","Suicide",0,"M",49,"Black",100,"Home",3
"74111",2014,"03","Homicide",0,"M",22,"Black",100,"Other specified",1
"74112",2014,"03","Suicide",0,"M",62,"White",100,"Home",4
"74113",2014,"03","Homicide",0,"M",31,"White",100,"Street",3
"74114",2014,"03","Homicide",0,"F",21,"Black",100,"Street",2
"74115",2014,"04","Suicide",0,"M",68,"White",100,"Home",3
"74116",2014,"04","Suicide",0,"M",69,"White",100,"Home",2
"74117",2014,"03","Suicide",0,"F",65,"White",100,"Home",4
"74118",2014,"03","Homicide",0,"M",47,"White",100,"Street",4
"74119",2014,"03","Suicide",0,"F",48,"Hispanic",270,"Home",4
"74120",2014,"03","Suicide",0,"M",62,"White",100,"Home",3
"74121",2014,"04","Suicide",0,"M",76,"Hispanic",210,"Home",1
"74122",2014,"03","Suicide",0,"M",39,"Black",100,"Other specified",2
"74123",2014,"04","Suicide",0,"M",83,"White",100,"Home",1
"74124",2014,"04","Homicide",0,"M",26,"White",100,"Other specified",1
"74125",2014,"03","Homicide",0,"M",26,"Black",100,"Other unspecified",1
"74126",2014,"03","Homicide",0,"F",34,"Hispanic",220,"Home",2
"74127",2014,"03","Homicide",0,"M",58,"Hispanic",270,"Home",3
"74128",2014,"04","Homicide",0,"F",19,"Black",100,"Street",3
"74129",2014,"03","Homicide",0,"M",18,"Hispanic",210,"Home",1
"74130",2014,"04","Suicide",0,"M",58,"Black",100,"Home",3
"74131",2014,"04","Suicide",0,"M",66,"White",100,"Home",2
"74132",2014,"04","Suicide",0,"M",72,"White",100,"Home",2
"74133",2014,"03","Homicide",0,"M",40,"Black",100,"Home",2
"74134",2014,"03","Suicide",0,"M",26,"Black",100,"Street",5
"74135",2014,"04","Suicide",0,"M",56,"White",100,"Home",2
"74136",2014,"04","Suicide",0,"M",26,"White",100,"Home",3
"74137",2014,"04","Homicide",0,"M",20,"Hispanic",260,"Home",3
"74138",2014,"04","Homicide",0,"M",20,"White",100,"Home",2
"74139",2014,"04","Suicide",0,"M",82,"White",100,"Home",4
"74140",2014,"04","Homicide",0,"F",22,"Hispanic",275,"Other unspecified",2
"74141",2014,"04","Homicide",0,"M",34,"Hispanic",260,"Trade/service area",2
"74142",2014,"04","Suicide",0,"M",67,"White",100,"Home",3
"74143",2014,"03","Suicide",0,"M",72,"White",998,"Other unspecified",5
"74144",2014,"04","Homicide",1,"M",28,"White",100,NA,4
"74145",2014,"04","Suicide",0,"M",51,"White",100,"Trade/service area",4
"74146",2014,"04","Suicide",0,"F",90,"White",100,"Home",2
"74147",2014,"04","Suicide",0,"M",58,"White",100,"Other specified",4
"74148",2014,"04","Suicide",0,"M",88,"White",100,"Home",4
"74149",2014,"04","Suicide",0,"M",60,"White",100,"Home",3
"74150",2014,"03","Homicide",0,"M",20,"Black",100,"Home",2
"74151",2014,"04","Suicide",0,"F",64,"White",100,"Other unspecified",3
"74152",2014,"04","Suicide",0,"M",49,"White",100,"Other specified",2
"74153",2014,"04","Suicide",0,"M",29,"Hispanic",275,"Home",1
"74154",2014,"04","Suicide",0,"M",31,"Black",100,"Street",1
"74155",2014,"03","Homicide",0,"F",26,"Black",100,"Home",2
"74156",2014,"04","Suicide",0,"M",29,"White",100,"Home",1
"74157",2014,"04","Accident",0,"M",21,"White",100,"Home",3
"74158",2014,"04","Suicide",0,"M",22,"Hispanic",270,"Home",2
"74159",2014,"04","Suicide",0,"M",66,"White",100,"Street",4
"74160",2014,"03","Suicide",0,"M",66,"White",100,"Other unspecified",5
"74161",2014,"04","Suicide",0,"M",61,"White",100,"Home",3
"74162",2014,"04","Suicide",0,"M",86,"Hispanic",260,"Home",1
"74163",2014,"04","Suicide",0,"M",72,"White",100,"Home",4
"74164",2014,"04","Homicide",0,"M",25,"Black",100,"Other specified",1
"74165",2014,"04","Homicide",0,"M",22,"Black",100,"Home",3
"74166",2014,"04","Suicide",0,"M",21,"Black",100,"Other specified",2
"74167",2014,"04","Homicide",0,"M",69,"Hispanic",270,"Trade/service area",2
"74168",2014,"04","Suicide",0,"M",50,"White",100,"Home",2
"74169",2014,"04","Suicide",0,"M",42,"White",100,"Home",4
"74170",2014,"04","Suicide",0,"M",38,"White",100,"Other unspecified",4
"74171",2014,"04","Suicide",0,"M",84,"White",100,"Other specified",4
"74172",2014,"04","Homicide",0,"M",20,"Black",100,"Other unspecified",3
"74173",2014,"04","Suicide",0,"M",35,"White",100,"Home",2
"74174",2014,"04","Suicide",0,"M",48,"White",100,"Home",2
"74175",2014,"04","Suicide",0,"M",76,"Hispanic",210,"Farm",5
"74176",2014,"04","Suicide",0,"F",57,"White",100,"Home",3
"74177",2014,"04","Suicide",0,"F",37,"White",100,"Home",2
"74178",2014,"04","Suicide",0,"M",46,"White",100,"Home",2
"74179",2014,"04","Suicide",0,"M",43,"White",100,"Home",3
"74180",2014,"04","Suicide",0,"M",53,"White",100,"Home",1
"74181",2014,"04","Homicide",0,"M",43,"Black",100,"Home",1
"74182",2014,"04","Suicide",0,"M",57,"White",100,"Home",3
"74183",2014,"04","Suicide",0,"M",75,"White",100,"Home",4
"74184",2014,"04","Suicide",0,"M",41,"Black",100,"Home",2
"74185",2014,"04","Suicide",0,"M",31,"Hispanic",270,"Home",2
"74186",2014,"04","Suicide",0,"M",93,"White",100,"Home",4
"74187",2014,"04","Suicide",0,"M",65,"White",100,"Home",2
"74188",2014,"04","Homicide",0,"M",26,"White",100,"Street",4
"74189",2014,"04","Suicide",0,"F",51,"White",100,"Home",4
"74190",2014,"04","Suicide",0,"F",83,"White",100,"Home",2
"74191",2014,"04","Suicide",0,"M",73,"White",100,"Home",4
"74192",2014,"04","Homicide",0,"M",36,"White",100,"Home",3
"74193",2014,"04","Homicide",1,"M",30,"Black",100,NA,3
"74194",2014,"04","Homicide",0,"M",53,"Black",100,"Home",1
"74195",2014,"04","Homicide",0,"M",22,"Hispanic",220,"Other specified",1
"74196",2014,"04","Suicide",0,"M",24,"Black",100,"Home",2
"74197",2014,"04","Suicide",0,"M",23,"White",100,"Home",1
"74198",2014,"04","Suicide",0,"F",55,"White",100,"Home",3
"74199",2014,"04","Suicide",0,"M",25,"White",100,"Street",2
"74200",2014,"04","Suicide",0,"M",22,"White",100,"Home",3
"74201",2014,"04","Suicide",0,"M",68,"White",100,"Home",4
"74202",2014,"04","Suicide",0,"M",34,"White",100,"Home",2
"74203",2014,"04","Suicide",0,"M",57,"White",100,"Other specified",2
"74204",2014,"04","Suicide",0,"M",86,"White",100,"Home",3
"74205",2014,"04","Suicide",0,"M",84,"White",100,"Home",3
"74206",2014,"04","Suicide",0,"M",45,"White",100,"Home",4
"74207",2014,"04","Suicide",0,"M",44,"Hispanic",260,"Trade/service area",1
"74208",2014,"04","Suicide",0,"F",73,"White",100,"Home",2
"74209",2014,"04","Suicide",0,"M",56,"White",100,"Trade/service area",3
"74210",2014,"04","Homicide",0,"F",24,"White",100,"Other unspecified",3
"74211",2014,"04","Suicide",0,"F",42,"White",100,"Home",2
"74212",2014,"04","Suicide",0,"M",18,"White",100,"Home",1
"74213",2014,"04","Suicide",0,"M",22,"White",100,"Home",3
"74214",2014,"04","Suicide",0,"M",67,"White",100,"Home",3
"74215",2014,"04","Suicide",0,"M",23,"White",100,"Home",2
"74216",2014,"04","Homicide",0,"M",66,"White",100,"Home",3
"74217",2014,"04","Suicide",0,"M",31,"White",100,"Other specified",3
"74218",2014,"04","Homicide",0,"M",23,"Black",100,"Home",2
"74219",2014,"04","Suicide",0,"M",69,"White",100,"Home",5
"74220",2014,"04","Suicide",0,"M",17,"White",100,"Home",2
"74221",2014,"04","Suicide",0,"F",47,"White",100,"Home",3
"74222",2014,"04","Suicide",0,"M",35,"White",100,"Street",1
"74223",2014,"04","Suicide",0,"M",39,"Hispanic",242,"Other unspecified",4
"74224",2014,"04","Homicide",0,"M",25,"Black",100,"Other specified",1
"74225",2014,"04","Homicide",0,"F",51,"Asian/Pacific Islander",100,"Home",4
"74226",2014,"04","Homicide",0,"M",17,"Black",100,"Home",2
"74227",2014,"04","Homicide",0,"M",19,"Black",100,"Other unspecified",1
"74228",2014,"04","Homicide",0,"M",17,"Black",100,"Other specified",2
"74229",2014,"04","Homicide",0,"M",53,"White",100,"Home",2
"74230",2014,"04","Homicide",0,"M",62,"Black",100,"Street",5
"74231",2014,"04","Suicide",0,"M",55,"White",100,"Home",3
"74232",2014,"04","Suicide",0,"M",23,"White",100,"Home",1
"74233",2014,"04","Suicide",0,"M",47,"Hispanic",260,"Other specified",4
"74234",2014,"04","Suicide",0,"F",65,"White",100,"Home",4
"74235",2014,"04","Homicide",0,"M",19,"Hispanic",220,"Street",1
"74236",2014,"04","Suicide",0,"M",64,"Hispanic",270,"Home",4
"74237",2014,"04","Suicide",0,"M",81,"White",100,"Home",2
"74238",2014,"04","Suicide",0,"F",43,"White",100,"Home",3
"74239",2014,"04","Homicide",0,"M",25,"Black",100,"Other specified",2
"74240",2014,"04","Homicide",0,"F",62,"Black",100,"Street",1
"74241",2014,"04","Homicide",0,"M",22,"Black",100,"Other specified",2
"74242",2014,"04","Suicide",0,"M",64,"White",100,"Other specified",2
"74243",2014,"04","Suicide",0,"M",55,"White",100,"Home",2
"74244",2014,"04","Suicide",0,"M",58,"White",100,"Home",3
"74245",2014,"04","Homicide",0,"M",30,"Hispanic",260,"Trade/service area",2
"74246",2014,"04","Suicide",0,"M",76,"White",100,"Home",1
"74247",2014,"04","Suicide",0,"M",69,"White",100,"Home",1
"74248",2014,"04","Homicide",0,"M",44,"White",100,"Home",2
"74249",2014,"04","Suicide",0,"M",21,"White",100,"Home",2
"74250",2014,"04","Homicide",0,"M",37,"White",100,"Street",2
"74251",2014,"04","Homicide",0,"M",40,"White",100,"Home",1
"74252",2014,"04","Suicide",0,"M",86,"White",100,"Home",2
"74253",2014,"04","Suicide",0,"M",87,"White",100,"Home",2
"74254",2014,"04","Suicide",0,"M",18,"White",100,"Home",1
"74255",2014,"04","Homicide",0,"M",66,"White",100,"Home",3
"74256",2014,"04","Homicide",0,"M",60,"Black",100,"Home",1
"74257",2014,"04","Suicide",0,"M",75,"White",100,"Home",4
"74258",2014,"04","Suicide",0,"M",19,"Hispanic",260,"Home",2
"74259",2014,"04","Suicide",0,"M",71,"White",100,"Home",2
"74260",2014,"04","Suicide",0,"M",84,"Hispanic",270,"Home",2
"74261",2014,"04","Suicide",0,"M",53,"White",100,"Home",2
"74262",2014,"04","Suicide",0,"M",72,"Asian/Pacific Islander",100,"Other specified",2
"74263",2014,"04","Homicide",0,"M",34,"Black",100,"Other specified",1
"74264",2014,"04","Suicide",0,"M",26,"Black",100,"Other specified",2
"74265",2014,"04","Homicide",0,"M",24,"Black",100,"Other unspecified",2
"74266",2014,"04","Homicide",0,"M",29,"White",100,"Home",3
"74267",2014,"04","Suicide",0,"M",87,"White",100,"Other specified",2
"74268",2014,"04","Suicide",0,"M",57,"White",100,"Home",2
"74269",2014,"04","Suicide",0,"M",22,"White",100,"Home",2
"74270",2014,"04","Suicide",0,"M",58,"White",100,"Trade/service area",2
"74271",2014,"04","Suicide",0,"M",65,"White",100,"Home",2
"74272",2014,"04","Homicide",0,"M",33,"Black",100,"Street",5
"74273",2014,"04","Suicide",0,"M",24,"White",100,"Street",2
"74274",2014,"04","Homicide",0,"M",42,"Black",100,"Other specified",2
"74275",2014,"04","Homicide",0,"F",82,"White",100,"Home",2
"74276",2014,"04","Homicide",0,"M",20,"Black",100,"Home",2
"74277",2014,"04","Suicide",0,"M",69,"White",100,"Home",3
"74278",2014,"04","Suicide",0,"M",47,"White",100,"Other specified",4
"74279",2014,"04","Homicide",0,"M",22,"Black",100,"Other specified",2
"74280",2014,"04","Suicide",0,"M",21,"Black",100,"Other unspecified",2
"74281",2014,"04","Homicide",0,"M",23,"Black",100,"Residential institution",1
"74282",2014,"04","Suicide",0,"M",37,"White",100,"Home",1
"74283",2014,"04","Homicide",0,"M",40,"White",100,"Street",2
"74284",2014,"04","Suicide",0,"M",62,"White",100,"Home",2
"74285",2014,"04","Homicide",0,"M",33,"Black",100,"Home",2
"74286",2014,"04","Suicide",0,"M",51,"White",100,"Home",4
"74287",2014,"04","Suicide",0,"M",67,"Hispanic",210,"Home",3
"74288",2014,"04","Suicide",0,"F",50,"White",100,"Home",3
"74289",2014,"04","Suicide",0,"M",84,"White",100,"Home",4
"74290",2014,"04","Homicide",0,"M",24,"White",100,"Street",1
"74291",2014,"04","Suicide",0,"M",37,"White",100,"Home",3
"74292",2014,"04","Homicide",0,"M",27,"Black",100,"Other unspecified",2
"74293",2014,"04","Homicide",0,"M",18,"Black",100,"Home",2
"74294",2014,"04","Suicide",0,"F",59,"Hispanic",200,"Home",3
"74295",2014,"04","Suicide",0,"M",90,"White",100,"Home",2
"74296",2014,"04","Homicide",0,"M",29,"Hispanic",210,"Home",2
"74297",2014,"04","Suicide",0,"M",56,"White",100,"Home",1
"74298",2014,"04","Suicide",0,"M",78,"Black",100,"Home",3
"74299",2014,"04","Homicide",0,"M",45,"Black",100,"Street",5
"74300",2014,"04","Suicide",0,"F",72,"White",100,"Home",3
"74301",2014,"04","Suicide",0,"M",58,"White",100,"Home",2
"74302",2014,"04","Homicide",0,"F",19,"Hispanic",270,"Street",2
"74303",2014,"04","Suicide",0,"M",77,"White",100,"Home",2
"74304",2014,"04","Suicide",0,"M",29,"White",100,"Home",4
"74305",2014,"04","Homicide",0,"M",26,"White",100,"Home",2
"74306",2014,"04","Suicide",0,"M",46,"White",100,"Home",2
"74307",2014,"04","Suicide",0,"M",69,"White",100,"Home",2
"74308",2014,"04","Suicide",0,"M",83,"White",100,"School/instiution",4
"74309",2014,"04","Suicide",0,"M",90,"Hispanic",270,"Home",1
"74310",2014,"04","Homicide",0,"M",34,"White",100,"Street",2
"74311",2014,"04","Suicide",0,"M",62,"Hispanic",270,"Home",4
"74312",2014,"05","Suicide",0,"M",21,"Hispanic",270,"Home",2
"74313",2014,"04","Suicide",0,"F",18,"White",100,"Home",1
"74314",2014,"04","Homicide",0,"F",61,"White",100,"Home",2
"74315",2014,"04","Suicide",0,"F",46,"White",100,"Home",3
"74316",2014,"05","Suicide",0,"M",42,"White",100,"Other specified",4
"74317",2014,"04","Homicide",0,"F",20,"White",100,"Home",1
"74318",2014,"04","Homicide",0,"M",37,"Black",100,"Street",1
"74319",2014,"04","Suicide",0,"F",61,"White",100,"Home",2
"74320",2014,"05","Suicide",0,"M",75,"White",100,"Home",3
"74321",2014,"05","Suicide",0,"M",50,"White",100,"Other specified",2
"74322",2014,"04","Suicide",0,"M",57,"White",100,"Other specified",2
"74323",2014,"04","Suicide",0,"M",57,"White",100,"Home",2
"74324",2014,"05","Homicide",0,"M",29,"White",100,"Home",2
"74325",2014,"05","Suicide",0,"M",79,"White",100,"Other specified",3
"74326",2014,"05","Suicide",0,"M",54,"Hispanic",260,"Other specified",2
"74327",2014,"05","Suicide",0,"F",59,"White",100,"Home",4
"74328",2014,"04","Homicide",0,"F",22,"Hispanic",260,"Home",2
"74329",2014,"05","Suicide",0,"M",78,"White",100,"Home",2
"74330",2014,"04","Homicide",0,"M",59,"Black",100,"Street",1
"74331",2014,"05","Suicide",0,"M",48,"White",100,"Street",3
"74332",2014,"05","Homicide",0,"M",29,"Black",100,"Trade/service area",3
"74333",2014,"04","Suicide",0,"F",84,"White",100,"Home",2
"74334",2014,"05","Suicide",0,"F",43,"Black",100,"Home",1
"74335",2014,"05","Suicide",0,"M",46,"White",100,"Home",1
"74336",2014,"04","Homicide",0,"M",38,"Black",100,"Other unspecified",2
"74337",2014,"05","Suicide",0,"M",27,"White",100,"Other specified",3
"74338",2014,"04","Suicide",0,"M",37,"White",100,"Home",4
"74339",2014,"04","Suicide",0,"F",69,"White",100,"Home",2
"74340",2014,"04","Homicide",0,"M",27,"Black",100,"Home",2
"74341",2014,"05","Suicide",0,"F",32,"White",100,"Home",2
"74342",2014,"05","Suicide",0,"M",33,"White",100,"Street",1
"74343",2014,"04","Suicide",0,"M",52,"White",100,"Home",5
"74344",2014,"05","Homicide",0,"M",25,"Black",100,"Home",1
"74345",2014,"05","Homicide",0,"M",39,"Black",100,"Other specified",2
"74346",2014,"05","Suicide",0,"M",15,"White",100,"Home",1
"74347",2014,"04","Accident",0,"M",81,"White",100,"Home",2
"74348",2014,"05","Suicide",0,"M",37,"White",100,"Home",3
"74349",2014,"05","Homicide",0,"F",29,"Black",100,"Home",2
"74350",2014,"05","Suicide",0,"M",43,"Hispanic",275,"Home",2
"74351",2014,"05","Suicide",0,"F",66,"White",100,"Other unspecified",1
"74352",2014,"04","Homicide",0,"M",27,"Black",100,"Other specified",2
"74353",2014,"05","Homicide",0,"M",19,"Hispanic",260,"Street",1
"74354",2014,"05","Suicide",0,"M",49,"White",100,"Home",4
"74355",2014,"05","Homicide",0,"F",51,"White",100,"Home",4
"74356",2014,"05","Homicide",0,"F",15,"White",100,"Home",1
"74357",2014,"05","Homicide",0,"M",18,"White",100,"Home",2
"74358",2014,"05","Homicide",0,"M",41,"White",100,"Home",3
"74359",2014,"05","Suicide",0,"M",57,"Hispanic",235,"Home",3
"74360",2014,"05","Suicide",0,"M",49,"White",100,"Home",2
"74361",2014,"04","Suicide",0,"M",29,"White",100,"Other specified",2
"74362",2014,"05","Suicide",0,"M",81,"Black",100,"Home",2
"74363",2014,"05","Suicide",0,"M",39,"White",100,"Home",3
"74364",2014,"04","Homicide",0,"M",23,"Black",100,"Home",2
"74365",2014,"05","Suicide",0,"F",31,"White",100,"Other specified",3
"74366",2014,"05","Homicide",0,"F",63,"White",100,"Home",4
"74367",2014,"05","Suicide",0,"M",63,"White",100,"Home",4
"74368",2014,"05","Suicide",0,"M",53,"White",100,"Home",2
"74369",2014,"05","Suicide",0,"M",81,"White",100,"Trade/service area",1
"74370",2014,"05","Suicide",0,"M",49,"White",100,"Home",2
"74371",2014,"05","Homicide",0,"M",23,"Black",100,"Street",2
"74372",2014,"05","Homicide",1,"M",39,"Black",100,NA,2
"74373",2014,"05","Homicide",0,"M",28,"White",100,"Other specified",3
"74374",2014,"05","Suicide",0,"M",44,"White",100,"Other specified",4
"74375",2014,"05","Homicide",0,"M",51,"Hispanic",260,"Home",1
"74376",2014,"05","Homicide",0,"M",30,"Black",100,"Street",2
"74377",2014,"05","Homicide",0,"M",33,"Black",100,"Street",1
"74378",2014,"05","Suicide",0,"M",77,"White",100,"Home",2
"74379",2014,"05","Suicide",0,"M",51,"White",100,"Trade/service area",3
"74380",2014,"05","Homicide",0,"F",34,"Hispanic",260,"Other specified",1
"74381",2014,"05","Suicide",0,"M",54,"Hispanic",260,"Other specified",2
"74382",2014,"05","Suicide",0,"M",52,"White",100,"Home",3
"74383",2014,"05","Suicide",0,"M",69,"White",100,"Home",2
"74384",2014,"05","Suicide",0,"F",59,"White",100,"Home",3
"74385",2014,"05","Suicide",0,"M",36,"White",100,"Other specified",2
"74386",2014,"05","Homicide",0,"M",30,"Black",100,"Home",2
"74387",2014,"05","Homicide",0,"M",53,"Black",100,"Home",2
"74388",2014,"05","Homicide",0,"M",52,"Black",100,"Home",3
"74389",2014,"05","Suicide",0,"M",41,"White",100,"Street",3
"74390",2014,"05","Suicide",0,"M",57,"White",100,"Home",3
"74391",2014,"05","Suicide",0,"M",45,"White",100,"Trade/service area",2
"74392",2014,"05","Homicide",0,"M",28,"Black",100,"Trade/service area",2
"74393",2014,"05","Suicide",0,"M",51,"White",100,"Home",1
"74394",2014,"05","Suicide",0,"M",59,"White",100,"Home",4
"74395",2014,"05","Homicide",0,"M",41,"Hispanic",260,"Other specified",2
"74396",2014,"05","Suicide",0,"M",38,"Black",100,"Street",3
"74397",2014,"05","Suicide",0,"M",74,"Hispanic",270,"Home",1
"74398",2014,"05","Homicide",0,"M",70,"White",100,"Other unspecified",4
"74399",2014,"05","Suicide",0,"F",61,"White",100,"Home",5
"74400",2014,"05","Suicide",0,"M",56,"White",100,"Home",4
"74401",2014,"05","Suicide",0,"M",51,"White",100,"Home",2
"74402",2014,"05","Suicide",0,"F",58,"White",100,"Home",3
"74403",2014,"05","Homicide",0,"M",30,"Black",100,"Other specified",2
"74404",2014,"05","Homicide",0,"M",34,"Black",100,"Farm",3
"74405",2014,"05","Suicide",0,"M",58,"White",100,"Home",1
"74406",2014,"05","Suicide",0,"M",77,"White",100,"Home",4
"74407",2014,"05","Suicide",0,"M",30,"White",100,"Home",2
"74408",2014,"05","Suicide",0,"M",78,"White",100,"Home",1
"74409",2014,"05","Suicide",0,"F",53,"White",100,"Home",2
"74410",2014,"05","Suicide",0,"M",20,"Hispanic",260,"Home",2
"74411",2014,"05","Homicide",0,"M",21,"Black",100,"Other specified",1
"74412",2014,"05","Suicide",0,"M",51,"White",100,"Home",2
"74413",2014,"05","Suicide",0,"M",61,"White",100,"Trade/service area",4
"74414",2014,"05","Suicide",0,"M",66,"White",100,"Home",4
"74415",2014,"05","Suicide",0,"M",41,"White",100,"Home",2
"74416",2014,"05","Suicide",0,"M",63,"White",100,"Home",3
"74417",2014,"05","Suicide",0,"M",53,"White",100,"Home",2
"74418",2014,"05","Suicide",0,"F",50,"White",100,"Home",3
"74419",2014,"05","Suicide",0,"M",56,"White",100,"Home",3
"74420",2014,"05","Homicide",0,"M",24,"Hispanic",270,"Other specified",1
"74421",2014,"05","Homicide",0,"M",34,"Black",100,"Home",3
"74422",2014,"05","Homicide",0,"M",24,"Black",100,"Street",1
"74423",2014,"05","Suicide",0,"M",72,"White",100,"Trade/service area",3
"74424",2014,"05","Homicide",0,"M",27,"Black",100,"Home",2
"74425",2014,"05","Homicide",0,"M",43,"White",100,"Home",2
"74426",2014,"05","Suicide",0,"M",65,"White",100,"Other unspecified",4
"74427",2014,"05","Suicide",0,"M",77,"White",100,"Other specified",2
"74428",2014,"05","Homicide",0,"M",20,"Black",100,"Home",1
"74429",2014,"05","Homicide",0,"M",37,"Black",100,"Home",2
"74430",2014,"05","Suicide",0,"M",51,"White",100,"Home",3
"74431",2014,"05","Suicide",0,"M",39,"Black",100,"Home",1
"74432",2014,"05","Suicide",0,"F",59,"White",100,"Home",3
"74433",2014,"05","Suicide",0,"M",88,"White",100,"Home",4
"74434",2014,"05","Suicide",0,"M",26,"White",100,"Other specified",3
"74435",2014,"05","Suicide",0,"M",70,"White",100,"Home",3
"74436",2014,"05","Homicide",0,"M",24,"Black",100,"Other specified",2
"74437",2014,"05","Suicide",0,"F",32,"White",100,"Other specified",4
"74438",2014,"05","Suicide",0,"M",74,"Hispanic",260,"Home",5
"74439",2014,"05","Suicide",0,"M",69,"White",100,"Home",1
"74440",2014,"05","Suicide",0,"M",27,"Black",100,"Other specified",3
"74441",2014,"05","Homicide",0,"M",21,"Black",100,"Other specified",2
"74442",2014,"05","Homicide",0,"F",86,"White",100,"Home",2
"74443",2014,"05","Suicide",0,"M",31,"Black",100,"Other unspecified",2
"74444",2014,"05","Suicide",0,"M",89,"White",100,"Home",2
"74445",2014,"05","Suicide",0,"M",21,"White",100,"Other unspecified",3
"74446",2014,"05","Suicide",0,"M",61,"Hispanic",270,"Other unspecified",5
"74447",2014,"05","Suicide",0,"F",24,"White",100,"Home",3
"74448",2014,"05","Homicide",0,"M",17,"Black",100,"Other specified",1
"74449",2014,"05","Homicide",0,"M",69,"Black",100,"Home",2
"74450",2014,"05","Homicide",1,"M",20,"Black",100,NA,2
"74451",2014,"05","Homicide",0,"M",30,"Black",100,"Street",1
"74452",2014,"05","Suicide",0,"F",82,"White",100,"Home",2
"74453",2014,"05","Suicide",0,"M",43,"White",100,"Home",2
"74454",2014,"05","Accident",0,"M",60,"White",100,"Home",4
"74455",2014,"05","Homicide",0,"M",22,"Black",100,"Other specified",1
"74456",2014,"08","Suicide",0,"M",57,"White",100,"Home",2
"74457",2014,"05","Suicide",0,"M",24,"White",100,"Home",2
"74458",2014,"05","Homicide",0,"M",20,"White",100,"Street",1
"74459",2014,"05","Homicide",0,"M",24,"Black",100,"Other specified",1
"74460",2014,"05","Suicide",0,"M",83,"White",100,"Home",2
"74461",2014,"05","Homicide",0,"M",15,"Black",100,"Street",1
"74462",2014,"05","Homicide",0,"M",69,"White",100,"Other unspecified",4
"74463",2014,"05","Homicide",0,"M",27,"White",100,"Home",2
"74464",2014,"05","Suicide",0,"M",57,"White",100,"Home",1
"74465",2014,"05","Suicide",0,"M",76,"White",100,"Home",4
"74466",2014,"05","Homicide",0,"M",54,"White",100,"Street",1
"74467",2014,"05","Suicide",0,"M",64,"White",100,"Home",4
"74468",2014,"05","Suicide",0,"M",21,"Black",100,"Home",3
"74469",2014,"05","Homicide",0,"M",56,"White",100,"Home",2
"74470",2014,"05","Suicide",0,"M",58,"White",100,"Home",2
"74471",2014,"05","Suicide",0,"M",23,"Hispanic",260,"Home",3
"74472",2014,"05","Homicide",0,"M",36,"White",100,"Other specified",1
"74473",2014,"05","Suicide",0,"F",62,"White",100,"Home",2
"74474",2014,"05","Suicide",0,"M",59,"White",100,"Home",2
"74475",2014,"05","Homicide",1,"M",29,"White",100,NA,1
"74476",2014,"05","Homicide",0,"M",32,"Black",100,"Other specified",3
"74477",2014,"05","Suicide",0,"M",67,"White",100,"Other specified",2
"74478",2014,"05","Suicide",0,"M",43,"Black",100,"Home",3
"74479",2014,"05","Homicide",0,"M",16,"Black",100,"Home",2
"74480",2014,"05","Suicide",0,"M",57,"White",100,"Home",5
"74481",2014,"05","Homicide",0,"M",44,"Hispanic",270,"Street",3
"74482",2014,"05","Homicide",0,"M",24,"Black",100,"Other specified",2
"74483",2014,"05","Suicide",0,"M",84,"White",100,"Home",2
"74484",2014,"05","Homicide",0,"M",55,"Hispanic",210,"Home",2
"74485",2014,"05","Suicide",0,"M",14,"Black",100,"Home",1
